singer,song,album,lyrics
Tarkan,Aşk Gitti Bizden (Feat. Ozan Çolakoğlu),01,"Bana müsaade hadi bye bye
Bundan böyle bizi mazi say
Sanma ki içim buruk değil
E ayrılık bu, kime kolay?
Nerde şimdi o içimde
Uçuşan kelebekler
Bende o duygulardan
Hiç kalmadı eser
Biri sen, biri ben
İki damla yaş aktı gözlerimden
Olmadı olduramadık
Ve aşk gitti bizden
Önce sen, sonra ben Kaydık yıldız gibi gökyüzünden
Bir türlü tutturamadık
Ve aşk gitti bizden
Tanıdık hikâye, malum
Aşkı gurura feda ettik
Dönüşü yok ki bu sonun
Ayrı dünyalara düşüverdik
Bu bahçelerde bir zamanlar
Renk renk çiçekler açardı
Ne yazık ki soldular
Nasıl oldu da öyle bir anda
Olduk birer yabancı
Ne yazık ki ayrıldı yollar"
Tarkan,Bal Küpü,,"Nasıl bi şeysin sen 
Bu güzellik nerden? 
Aklım uçtu resmen 
Birileri tutsun 
Bal küpü mübarek 
İçine bi düşsek 
Ne mümkün vazgeçmek 
Geçen taş olsun 
Koynundaki bahçeye 
Niyetim var girmeğe 
Meyvesinden tatmağa 
Haberin olsun Çok beter 
Bu nasıl işve kız yeter 
İnsanız be can çeker 
Senin hiç insafın yok mu? 
Akşama El yatınca uykuya 
Tenindeki kuytuya 
Sokulmak söyle suç mu? 
Sen yanımdan geçerken 
Gözün gözüme değerken 
Ben çıra gibi yanarken 
Sonumuz hayır olsun"
Tarkan,Bam Teli,Metamorfoz,"basma sakın bamtelime
yarama tuz biber ekme
üzeriz birbirimizi sonra
yakışırmı böylesi bize
bakışalım konuşmayalım
kalpten kalbe yol alalım
boş yere tadımız kaçmasın
sevişelim savaşmayalım
reva değil ne sana mı nede bana
gel hadi dümeni kıralım aşkın kıyılarına
saman alevi gibi bi kıvılcım yeter ona
tutuşursak eğer geç olur kül oluruz yana yana
kördüğümün ümit törpüsü bu oyunlar
eğrisi doğrusu var sanan
bal gibide yanılıyor inan
yol yakınken gel dönelim yar
dipsiz kuyudur aman
düşersek hapı yutarız inan sanma ki sonunda zafer var
sanma ki yanına kalır kar
haklısı haksızı yokki bunun
ateş düştüğü yeri yakar
bakışalım konuşmayalım
kalpten kalbe yol alalım
boş yere tadımız kaçmasın
sevişelim savaşmayalım
reva değil ne sana nede bana
gel hadi dümeni kıralım aşkın kıyılarına
saman alevi gibi bi kıvılcım yeter ona
tutuşursak eğer geç olur kül oluruz yana yana
kördüğümün ümit törpüsü bu oyunlar
eğrisi doğrusu var sanan
bal gibide yanılıyor inan
yol yakınken gel dönelim yar
dipsiz kuyudur aman
düşersek hapı yutarız inan"
Tarkan,Başına Bela Olurum,Ölürüm Sana,"Dağ, tepe, toprak aşk kokuyor
Savuluna dostlar yar geliyor
Bu eda bu naz bir ömre bedel
İşvesi, cilvesi çıldırtıyor
Bıkmadım, yılmadım
Peşindeyim yine yorulmadim
Tutunamadim gülüm sana doyamadım
Ömrümü adadım yaranamadım
Bir sağa, bir sola hop oynarım
Uğruna kul köle olurum
Pervaneyim sana divaneyim ama,
Başına bela olurum
Bir hoş oldum bana bir haller oluyor
Sarhoş oldum bedenim sarsılıyor
Bu eda bu naz bir ömre bedel
Işvesi, cilvesi çıldırtıyor"
Tarkan,Bekle,A Acayipsin,"Kanadı kabus taşır 
Zemheri kanında dolaşır 
İşler diline donar kalır 
Ardında ümidi yorgun 
Geceyi sürgün bırakır 
Korkulu yüz güne karışır 
Bekleyiş sonsuz ölüm gibi 
İstersin gün yarın olsun 
Yaban kalmasın gülün 
Gözlerin sevinçli kalsın 
Bekle, beni bekle geleceğim 
Bekle, beni bekle döneceğim Güneşim tenini sararken 
Huzurlu bahçesinde cennetin 
Neşeli çocuklar gördüm 
Yüzleri rengarenk çiçekti 
Kamaştı gözlerim 
Bekle, beni bekle geleceğim 
Dağlarda nehirlerim coşarken 
Güvendesin, benimlesin 
Göreceksin 
Ölesiye seni seveceğim 
Bekle"
Tarkan,Ben Senin,10,"Seni seviyorum olduğun gibi gerisinin hiç bir önemi yok
Sıfırladım kendimi de seni de lakin sende maraza çok
Kurcalama yeter gizli kapaklı bütün çekmecelerimi
Bitiremedin döne döne sora sora eskilerimi yenilerimi
Ben senin(x8)
Cemazül evvelini karıştırıyor muyum?
Soruyor muyum ahretlik sorular
Soruşturuyor muyum?
Bu benim hayatım her saniyesine kefilim tamam mı?
Bayıla bayıla gelmedin mi bana sen ne yani yalan mı?
İyi ki yaşadım, iyi ki sevdim, iyi ki ağladım güldüm
Pişman değilim düşe kalka yürüdüm de öyle büyüdüm
Ben senin(x8)
Cemazül evvelini karıştırıyor muyum? Soruyor muyum ahretlik sorular
Soruşturuyor muyum?
Acı söz yemedim, haram ellemedim
Kul hakkı yemedim, daha ne olsun?
Gönül titremeden, kalben istemeden
Hiç sevemedim, isterse ölsün(x2)
Ben senin(x8)
Cemazül evvelini karıştırıyor muyum?
Soruyor muyum ahretlik sorular
Soruşturuyor muyum?
Ben senin cemazül evvelini karıştırıyor muyum?
Soruyor muyum ahretlik sorular
Soruşturuyor muyum?"
Tarkan,Beni Anlama,Ölürüm Sana,"Beni sev sev de anlama
Dokun hisset ne olur sorgulama
Sakın beni yargılama
Yapma değiştirmeye çalışma
Ah vazgeçme
Arzula sev okşa beni üzme ne olur üzme
Ele geçirmeye çalışma hiç böyle beni
Sen bana ben sana benzersek ne olur
Nasıl dayanır ki aşk bu kadar ayrılığa
Beni neden sevdiğini hatırla ne olur
O ilk günler nasıl da aşkla sevişirdik
Aşk incelik ister canım hoyrat olma
Beni böyle sev değiştirme boşver anlama
Bir güç savaşı değil bu kendi haline bırak
Galibi yoktur ki hiç aşk bu unutma
Aşk bu aşk olacak
Sen izin verirsen yaşanacak"
Tarkan,Beni Çok Sev,10,"Bir kavga nasıl da hoyrat
Savaşırken, savrulurken büyüttü hayat
Ben sensiz yapayalnızdım
Suyum oldu, aşım oldu ama aşksızdım
Bir vurgundu geçtiğim yollar
Düşe kalka yaşanırmış, öğretir yıllar
Ben sensiz her şeye sustum
Koca dünya dönüyordu
İçinde yoktum
Sevdanı bulmak yıllar sürdü
Hoş geldin gönlüme kaderim güldü Tut elimden beni çok sev
Kimseye verme
Seveceksen ömürlük sev
Bir günlük sevme
İyi günde kötü günde
Sakla göğsünde
Sen bu kalbe iyi geldin
Benden hiç gitme
Bir sabahsız geceydi ruhum
Gün misali gözlerinde güneşi buldum
Bir dertli rüzgardım, estim
Umudum sen, huzurum sen
Yeniden doğdum"
Tarkan,Bir Ben Bir Allah Biliyor (Düet Bülent Ersoy),,"Bülent Ersoy:
Suretime aldanip sakin yanilmayin
Yüzümün güldügüne bakmayin,
Asktan cani yananlardanim bende
Bu yüregi tastan sanmayin
Sel olur gizlice içime-içime süzülür gözyaslarim
Kanar yaralarim, kanar tuzu bastikça anilar
Efkar benim öteki adim,
Kor-kor azgin yanginlarda can evim, cigerim yaniyor
Zor, çok zor, ne çektigimi bir ben bir Allah biliyor,
Kor,kor azgin yanginlarda can evim, cigerim yaniyor
Zor, çok zor, ne çektigimi bir ben bir Allah biliyor
Tarkan:
Ben kendimi bildim bileli
Hissetmedim ayrilik acisinin böylesini,
Yemeden-içmeden kesildim
Agla-agla tükendim
Hasreti bitirdi beni
Bülent Ersoy:
Sel olur gizlice içime-içime süzülür gözyaslarim
Kanar yaralarim, kanar tuzu bastikça anilar
Efkar benim öteki adim,
Kor,kor azgin yanginlarda can evim, cigerim yaniyor Zor, çok zor, ne çektigimi bir ben bir Allah biliyor,
Kor,kor azgin yanginlarda can evim, cigerim yaniyor
Zor, çok zor, ne çektigimi bir ben bir Allah biliyor
Tarkan:
Ben kendimi bildim bileli
Hissetmedim ayrilik acisinin böylesini,
Yemeden-içmeden kesildim
Agla-agla tükendim
Hasreti bitirdi beni
Bülent Ersoy – Tarkan:
Ben kendimi bildim bileli
Hissetmedim ayrilik acisinin böylesini,
Yemeden-içmeden kesildim
Agla-agla tükendim
Hasreti bitirdi beni…
Ah
Aman, aman, aman…
Ben kendimi bildim bileli
Hissetmedim ayrilik acisinin böylesini,
Yemeden-içmeden kesildim
Agla-agla tükendim
Hasreti bitirdi beni"
Tarkan,Bir Oluruz Yolunda,Yine Sensiz,"Öyle sakin durduğumuza bakma
Habersizce kopan fırtınalara benzeriz
Ne olur bu kalpleri yabana atma
Peşinden çölleri denizleri geçeriz
Yar etmez ellere
Sahaları dar ederiz
Unutmadık kurduğumuz o düşleri
Göz göze etmişiz bütün yeminleri
Kaç mevsim bugünü bekledik
Zaferleri gözledik aman aman aman aaaaaah Bu kadar yetmez ah Türkiyem ilerle
Ay yıldızım at gölünü coştur yine
Arar buluruz izini 
Bilirsin zır deliyiz biz
Hem yazında hem kışında
Nerde olsan seninleyiz
Bir oluruz yolunda
Hadi bastır gönüller coşsun
O kupalar sana feda
Al gel de buralar bayram olsun"
Tarkan,Biraz Nezaket,Ölürüm Sana,"Orta yaşlar yakın artık
Belirdi tek tük beyazlar
Ne çok zaman harcamışım meğer
Şimdi ne koparırsam kár
Dünya işleri beklesin
Dinlensin biraz telaşlar
Kaçırmadan trenleri
Küsüp bizi terk etmeden aşklar
Fazlasında gözüm yok hiç
Dünya malı en nihayet
Ne ağır kayıplar verdik lakin
Kopmadı ya kıyamet"
Tarkan,Biz Nereye,A Acayipsin,"Takılmışım sözlerine,
Ben mecburum gözlerine
Bunlara inanmak zor bir anda
Kimde varsa alacak,
Rüzgar çıktı ne kalacak,
Bütün bunlar delilikse;
Ben deliyim
Takılmışım sözlerine,
Ben mecburum gözlerine Bunlara inanmak zor bir anda
Uçmasam da göklere,
Bir kuş olsam pencerede,
Perdeyi kapatsan da
Ben seninle
Bir ses buldum isminde,
Bin renk buldum yüzünde,
Bu bir zaman denizi,
Biz nereye"
Tarkan,Biz Çocukken,,"Biz çocukken 
Ne güzel çiçekli kırlardık 
Biz çocukken 
Rengarenk düş kanatlı kuşlardık 
Bir masalda saklanan 
Günahsız melekler 
Çok uzakta, kuytuda 
Suları berrak pınardık 
Biz her mevsim yazdık 
Hep aşk, hep sevdaydık 
Her gün döndü dünya 
Kimdik, kim olduk? 
Biz her mevsim yazdık 
Hep aşk, hep sevdaydık 
Her gün döndü de dünya Kim, kim, kim olduk? 
Asla bitmez hayatta 
Güneşli yarınlar 
Her yürekte yaşayan Bir çocuk varsa umut var 
Biz her mevsim yazdık 
Hep aşk hep sevdaydık 
Her gün döndü dünya 
Kimdik, kim olduk? 
Biz her mevsim yazdık 
Hep aşk, hep sevdaydık 
Her gün döndü de dünya 
Kim, kim, kim olduk? 
Bir kirik ayna tuttu 
Güldü halime zaman 
Bak, dedi 
İşte bu senden geriye kalan 
Bir gölge gördüm 
Solgun yılların yorgun izi 
Ah, dedim 
Hayatin elinde bi çare insan"
Tarkan,Bounce,Yine Sensiz,"""if you"" 
let me see you bounce (x2) 
if you really know what's good for you 
ease the load, let it blow 
come on baby tell me what're you waiting for 
bring it on, here we go 
break free 
of all your senses 
when you close your eyes 
just breathe 
to the rythmn of my body and mind 
let me see you bounce 
we're goin' higher, feel the fire 
let me see you bounce 
it's on tonight, we're on the rise (oh) 
let me see you bounce 
you don' have to hide it, if you like it 
let me see you bounce (x3) 
you gotta (gotta gotta gotta) let it go if you wanna 
really wanna lose it 
come on (come on come on come on) put your hands up 
do it all the way, move it (move it) 
if you really don't wanna hold it back 
let us relax, spin the track 
feel the beat take over 
and let's pretend it'll never end 
break free 
of all your senses 
when you close your eyes 
just breathe to the rythmn of my body and mind 
let me see you bounce 
we goin' higher, feel the fire 
let me see you bounce 
it's on tonight, we're on the rise (oh) 
let me see you bounce 
you don' have to hide it, if you like it 
let me see you bounce (x3) 
you gotta (gotta gotta gotta) let it go if you wanna 
really wanna lose it 
come on (come on come on come on) put your hands up 
do it all the way, move it (move it) 
break free 
of all your senses 
when you close your eyes 
just breathe 
to the rythmn of my body and mind 
let me see you bounce 
we goin' higher, feel the fire 
let me see you bounce 
it's on tonight, we're on the rise (oh) 
let me see you bounce 
you don' have to hide it, if you like it 
let me see you bounce (x3) 
you gotta (gotta gotta gotta) let it go if you wanna 
really wanna lose it 
come on (come on come on come on) put your hands up 
do it all the way, move it (move it) 
let me see you bounce (x3)"
Tarkan,Bu Gece,Ölürüm Sana,"Seninle son gecemiz bu 
Bu son sevişmemiz belki de 
Bırak alev alsın bedenin 
Hissettiğin gibi ol bu gece 
Tüm oyunları oynayalım sırayla 
Günaha bulanalım biteviye 
Hiç konuşma hiç soru sorma 
Sırlarımı keşfet bu gece 
Kır zincirlerini gel Aşka kanalım seninle 
Yum gözlerini 
Soluksuz uçalım göklerde 
Geriye sayım başladı 
Ayrılık anı çok yakın 
Bırak tutuşsun bedenin 
Tadına varalım her dakikanın 
Tüm yasakları delelim 
Yudum yudum içelim aşkı bu gece"
Tarkan,Bu Şarkılar da Olmasa,Dudu,"Biraz param vardı bitti 
Dün bir işim vardı bugün yok 
Bi sevgilim vardı çekti gitti 
Bizde şans ne gezer 
Param kalmadı 
İşim gücüm yok 
Sevgilim yok, 
Yok oğlu yok yok
Param kalmadı 
İşim gücüm yok 
Sevgilim yok, 
Yok oğlu yok yok yok 
Bu şarkılar da olmasa, 
Telefonlar çalmasa, 
Arkadaşlarım aramasa, 
N'apardım kim bilir? Bu şarkılar da olmasa
Telefonlar çalmasa
Arkadaşlarım aramasa 
Durmazdım bir dakika 
Parçalı bulutluyum 
Ama hala umutluyum 
Dünya gözümden düştü 
Bu kadar acı yeter 
Ben hassas adamım yıkılırım işte 
İçime dert olur 
Giden gidene 
Ben hassas adamım yıkılırım işte
İçime dert olur 
Giden gidene of"
Tarkan,Bulutları Kaldır Aradan,,"Kara Bulutları Kaldır Aradan
Vay Aman Vay Aman Vay Aman Vay
Beri Gel Gönlüme Çağlayanım Gel
Ne Kadar Özenmiş Seni Yaradan
Vay Aman Vay Aman Vay Aman Vay
Beri Gel Gönlüme Çağlayanım Gel
Çağlayanım Gel Dilimden Anlayan Bülbül Az Olur
Vay Aman Vay Aman Vay Aman Vay
Beri Gel Gönlüme Aşkın Saz Oldu
Sen Gelmezsen Bahar Geçer Yaz Olur
Vay Aman Vay Aman Vay Aman Vay
Beri Gel Gönlüme Çağlayanım Gel Çağlayanım"
Tarkan,Come Closer,Come Closer,"A wind is blowing and a fire's loose
I couldn't find the words to call a truce
And tore the temple down to let the spirit riseooo
In the sound of the storm
I can hear just one voice
All over
Let us all come closer
There's nowhere to touch that doesn't hurt
There's nowhere that I can look that isn't blurred
With all the righteousness and all the holy wordsooo
In the sound of the storm
I can still hear one voice
All over
When the heart sinks lower And the healing slower
Let us all come closer
I will need a hand to reach for
A thread of peace and a seed of hope
I will raise my eyes to see more
Speak a truth and we shall knowooo
In the light of one choice
We will sing with one voice
All over
When the heart sinks lower
And the healing slower
Let us all come closer
That is where we are
That is who we are
That is all we are"
Tarkan,Cubba,Cuppa,"Hey tayfa
Kalk kalk kalk, hadi durma
Hey hey tayfa
Hey hey hey hey
Televizyonu açma
Telefona da bakma
Ne acıklı, ne saçma
Sanki kıyamet
Her şey satılık
Kalpler de katılık
Aşklar yatılık
Akışta millet
Cuppa cuppa cuppa
Cuppa da cuppa cuppa
Bağıra çağıra bas bas
Sabaha kadar dans (x2)
Hey tayfa
Kalk kalk kalk, hadi durma
Hey hey tayfa
Hey hey hey hey
Geri adım atma, atma (x6)
Doğduk biz bu düzene
Ötekini üzen üzene
Olur mu ondan bize ne
Küfür kıyamet Kalpleri kıran kırana
Bi sor be gönül koyana
Nedir bu o yana bu yana
Kopuşta millet
Cuppa cuppa cuppa
Cuppa da cuppa cuppa
Bağıra çağıra bas bas
Sabaha kadar dans (x2)
Hey tayfa
Kalk kalk kalk, hadi durma
Hey hey tayfa
Hey hey hey hey
Geri adım atma, atma (x6)
Çaresi yok yanacağız biz de
Birilerine kanacağız biz de
Vuracağız dibe dibe önce
Elbette havalanacağız biz de (x2)
Cuppa cuppa cuppa
Cubba da cubba cubba
Bağıra çağıra bas bas
Sabaha kadar dans (x4)
Hey tayfa
Kalk kalk kalk, hadi durma
Hey hey tayfa
Hey hey hey hey (x2)"
Tarkan,Dalgalandım da Duruldum,,"Ne olursun güzelim sevsen beni
Yar deyip de sinene sarsan beni
Bir gün öldüreceksin en sonunda sen beni
Dalgalandım da duruldum
Koştum ardından yoruldum
Binlerce güzel sevdim de
En son sana vuruldum
Yaktın yıktın kül ettin, erittin beni
Mecnuna döndürdün, mahvettin beni
Aşık gibi sevmezsen, kardeş gibi sev beni"
Tarkan,Dedikodu,Metamorfoz,"Dedikodu
Söze gerek yok
Gözlerime bak, oku gerçeği
Sen içinin sesini dinle
Kalbine sor beni
O fırsat düşkünü, zalim elleri
Kendine uzak tut uzak
İçim, dışım, özüm, sözüm bir inan
Alnım açık, yüzüm ak
Dedikodu dedikodu, kuru iftira
Beyhude yere gücenip alınma
O kuyruklu yalanlara kanıp
Yakma beni, kıyma bu kula Dedikodu dedikodu, kıskanıyorlar
Al elmaya taş atan çok olur yar 
Bile bile dalımıza basıp
Bizi oyuna getiriyorlar
Yüreği sızlamadan canımızı yakanın
Er ya da geç verecek hesabı var
Seveni seveninden ayıranın
İki elim yakasında mahşere kadar
Göz göre göre günahıma girip de
Suçlama, üzme beni
Sonra ok yaydan çıkıverir
Benden söylemesi"
Tarkan,Delikanlı Çağlarım,Ölürüm Sana,"Bir sabah penceremden 
Süzüldü odama ilkbahar 
Kıpır kıpır aman bir telaş 
Bülbülle gül sarmaş dolaş 
Kalbim düştü yine yollara 
Başıboş avare aşklar peşine 
Hiç niyetim yok uslanmaya 
Koklamalı her çiçeği kana kana 
Hazırım al al uçur beni 
Gel sabaha kadar hırpala beni Seninim al kalbimi çal 
Günahlarınla kavur beni 
Hayat kısa hızlı yaşamalı 
Boşver düşüver ellerin diline 
Her hoş an kısa günün karı 
Sal kendini kapılıver aşk seline 
Bir gün elbet diner hararetim 
Durulurum ben de gönül bağlarım 
Bu aralar gelmeyin üstüme 
Şimdi delikanlı çağlarım"
Tarkan,Dilli Düdük,Metamorfoz,"Söz gümüşse sükut altındır
Masal okuyor bilmiyor o zır deli
Rüzgar eken fırtına biçer
Kendi düşen ağlamaz yani
Sen sen ol kalp kırma
Uykuların kaçar sonra
Akıllı ol oyuna gelme
Tepe takla olursun eden bulur sonunda
Pireyi deve yaptı dilli düdük
Ateşe bile bile körükle gidiyor
Kendi kuyusunu kazıyor enayi
Cırcır ötüyor
Bana göre hava hoş kendi bilir
Beni bilen iyi biliyor
Boşa çabaları bu gönüllerde
Hükmü geçmiyor
Hadi sev hadi hadi hadi gözünü karart da
Koy elini kalbine şu yalan hayatta
Gelen geçer konan göçer unutma
Sana da kalmaz bu ölümlü dünya
Caka satıyor utanması yok
O kendini üstün buluyor, ama yanılıyor
Burnu Kaf dağında mübarek
O kendini bu alemin kralı sanıyor
Sen sen ol kalp kırma
Uykuların kaçar sonra
Akıllı ol oyuna gelme Tepe takla olursun eden bulur sonunda
Pireyi deve yaptı dilli düdük
Ateşe bile bile körükle gidiyor
Kendi kuyusunu kazıyor enayi
Cırcır ötüyor
Bana göre hava hoş kendi bilir
Beni bilen iyi biliyor
Boşa çabaları bu gönüllerde
Hükmü geçmiyor
Hadi sev hadi hadi hadi gözünü karart da
Koy elini kalbine şu yalan hayatta
Gelen geçer konan göçer unutma
Sana da kalmaz bu ölümlü dünya
Şöyle bir silkelen de gel kendine
Hududunu haddini bil ileri gitme
İki kere iki dört hesabı kolay
Aç kalbini gel dır dır etme
Pireyi deve yaptı dilli düdük
Ateşe bile bile körükle gidiyor
Kendi kuyusunu kazıyor enayi
Cırcır ötüyor
Bana göre hava hoş kendi bilir
Beni bilen iyi biliyor
Boşa çabaları bu gönüllerde
Hükmü geçmiyor"
Tarkan,Don't Leave Me Alone,Come Closer,"Must have been to blinded to see
It was there all along
And all the signs that I missed, gave up on me
They're already gone
Fire, I want it back
Desire, I want it back
Tell me you believe ther's no chance
That we still belong
OOO
I know I can't escape the pain
It's falling on me like the rain
Don't leave me alone
Nights are getting lonely and cold
I am left in the dark
And all the words should have been unspoken
Trust in our hearts
Fire, I want it back
Desire, I want it back
This can't be the end of the story
Let's not fall apart OOO
I know I can't escape the pain
It's falling on me like the rain
Don't leave me alone
OOO
Baby try to keep the faith
To make the sun come out again
Don't leave me alone
I miss your skin on my skin
Won't you let me in
Need to have it all
I miss your kiss on my lips
Won't you not resist
Need to have it all
I need to have it all
Fire, I want it back
Desire, I want it back
Chorus"
Tarkan,Dudu,Dudu,"Ağlamadan ayrılık olmaz 
Hatıralar uslu durmaz 
Kalanlar gideni gönlünde taşır 
Aşk sevene yük olmaz 
Biz böyle bilir böyle yaşarız 
Ooo o da biliyor 
Ooo o da seviyor 
Ooo 
Bile bile kafa tutuyor aşka gözü kara 
O yine bildiğini okuyor 
Çiçek gibi tazecik, 
Kıymetli bi tanecik, 
Ana sütü gibi tertemiz 
Dudu dudu dilleri, 
Lıkır lıkır içmeli, 
Gözleri derya deniz 
Bu gönül ona torpil geçiyor 
Etrafında fır dönüyor 
El bebek gül bebektir o 
Ne yapsa inadına hoş görüyor Kara kara düşündürüyor 
Ooo onun da içi gidiyor 
Ooo o da tasalanıyor 
Ooo 
Bile bile kafa tutuyor aşka gözü kara 
O yine bildiğini okuyor 
Sen güldüğüme bakma, 
Gör de duy da inanma, 
Tuz buz oldu bu kalp ah on bin parça 
Aldığım her nefeste 
Attığım her adımda burada olsa 
Cancağızım yanımda olsa 
Ata ata dertleri hep içime attım 
İnsan gibi yaşamak benim de hakkım 
İçimdeki zemberek kırıldı artık 
Tamiri mümkün değil ise işte o gün yandık 
Her gün yağmur yağabilir, 
İnsan hata yapabilir, 
Birbirimize tutunursak, 
Belki güneş doğabilir"
Tarkan,Durum Beter,Aacayipsin,"Keyfine bak unut dertleri
Umursama dünya fani
Bir bilmece bir bulmaca hayat
Düşünme bile çözmeyi
Hep alışverişler
Bitmiyor vaatler
Kavgalar da tuz biber
Yetti canıma tak etti canıma
Durun yeter durum beter
Aldanma dostum inanma dostum
Yalan yarınlara Yanıyor dünya bitiyor dünya
Düşün kara kara
Keyfine bak unut dertleri
Önemseme dünya fani
Bir bilmece bir bulmaca hayat
Düşünme bile çözmeyi
Açmıyor çiçekler
Toz duman gönüller
Tehlikede bebekler
Yetti canıma tak etti canıma
Durun yeter durum beter"
Tarkan,Dön Bebeğim,Aacayipsin,"Sensiz gecelerin koynunda
Uyku girmez gözlerime 
Bu karanlıklar beni eritse de 
Vazgeçmem senden 
Aşkın alevinden 
Bilirim günler yeniden doğacak 
Ellerin dokununca yüreğim yanacak 
Bilirim herşey yeniden yaşanacak 
Sarılınca boynuna gözlerin dolacak 
Yürürüm gecenin üstüne 
Salarım güneşlerimi Görürüm tane tane açılan güllerimi 
Yürürüm gecenin üstüne 
Günahlardan geçerim 
Ezerim birer birer yalan sevişleri 
Dön bebeğim 
Dön çaresiz başım 
Ayrılık böyle uzun sürmez ki 
Dön bebeğim 
Acılar seliyim 
Dön dön bebeğim 
Hasrete gebeyim"
Tarkan,Enginde Yavaş Yavaş,,"Enginde Yavaş Yavaş
Günün Minesi Soldu
Derdim Bana Arkadaş
Bugün De Akşam Oldu
Gölgeler indi Suya Kuşlar Vardı
Uykuya Gurbeti Duya Duya
Bugün De Akşam Oldu
Şu Uyur Fısıldaşır
Gider Yare Ulaşır
Yolcu Yolda Yaraşır
Bugün De Akşam Oldu"
Tarkan,Eyvah,Aacayipsin,"Bile bile yine beni aradı buldu 
Dağıttı yıktı külleri savurdu 
Ah kaçamadım 
Beni yine yakaladı eyvah 
Cefası cezası tüketti beni 
Kaba saba sözleri buz etti beni
Kurtulamadım 
Kelepçeledi beni eyvah
Kara meleğim yine omuzuma kondu
Dilim tutuldu sözlerim dondu
Çozülemedim
Düğümledi beni eyvah Deli ediyor beni yalanları deli 
Huzursuz ediyor bakışları beni 
Terkedemedim hacıladı beni 
Eyvah 
Başımın belası, ambalaj hatası 
Bu kadın gecemin korkulu rüyası 
Havada karada o hep yanımda 
Her yerde bu kadın 
Ölürüm sonunda 
Beni arıyor, soruyor 
Geliyor eyvah 
Geri dönüyor, yemin ediyor 
Beni seviyor eyvah"
Tarkan,Firuze,,"Bir gün dönüp bakınca düşler
İçmiş olursa yudum yudum yudum yıllarını
Ağla, ağla Firuze ağla
Anlat bir zaman ne dayanılmaz güzellikte olduğunu
Kıskanır rengini baharda yeşiller
Sevda büyüsü gibisin sen Firuze
Sen nazlı bir çiçek, bir orman kuytusu
Üzüm buğusu gibisin sen Firuze
Duru bir su gibi, bazen volkan gibi
Bazen bir deli rüzgar gibi
Gözlerinde telaş, yıllar sence yavaş
Acelen ne bekle Firuze Bir gün dönüp bakınca düşler
İçmiş olursa yudum yudum yudum yıllarını
Ağla, ağla Firuze ağla
Anlat bir zaman ne dayanılmaz güzellikte olduğunu
Acılı bir bakış yerleşirse eğer
Kirpiğinin ucundan gözbebeğine
Herşeyin bedeli var, güzelliğinin de
Bir gün gelir ödenir, öde Firuze
Duru bir su gibi, bazen volkan gibi
Bazen bir deli rüzgar gibi
Gözlerinde telaş, yıllar sence yavaş
Acelen ne bekle Firuze"
Tarkan,Gecenin Ürkek Kanatlarında,Ölürüm Sana,"Her gece sensiz
Yatağa girince sessiz
Geceyi örterken üstüme her gece
Her gece sensiz
Uykuya dalınca renksiz
Gecemin ürkek kanatlarında her gece
Ve beni karanlıklar sarar
Kendimi ararken çıkmazında bilmecemin
Ay bile bulutlardan düşer
Bağrımı deşerken melekleri her gecemin
Her gece sensiz
Kanıma girince tekinsiz
Geceyi yırtar çığlıklarım her gece
Beni karanlıklar sarar
Kendimi ararken çıkmazında bilmecemin
Ay bile bulutlardan düşer
Bağrımı deşerken melekleri her gecemin"
Tarkan,Gelipte Halimi Gördün Mü,Yine Sensiz,"Veda edip gittin gideli, nedense
Ne bir mektup ne selam gelmedi
Durup dururken şimdi niye, sebep ne?
Arayıp soruyormuşsun, herkesten beni
Yok olmaz artık, yok olmaz artık
Sen değerimi bilmedin
Farketmez artık, farketmez artık
Kalmadı değerin senin
Gelipte halimi gördün mü?
Görüpte hatırımı sordun mu?
Öyle uzaktan olmaz ki
Elinle ateşimi hiç ölçtün mü?
Ölçtün mü?
O sayfa çoktan kapandı, açamam
Geriye dönmem ben asla, yalvarma
Anladım herşey yalanmış, aldanmam
İnanmam artık ben aşka, ben aşka
Yok olmaz artık, yok olmaz artık Sen değerimi bilmedin
Farketmez artık, farketmez artık
Kalmadı değerin senin
Gelipte halimi gördün mü?
Görüpte hatırımı sordun mu?
Öyle uzaktan olmaz ki
Elinle ateşimi hiç ölçtün mü?
Ölçtün mü?
Gelipte halimi gördün mü?
Görüpte hatırımı sordun mu?
Öyle uzaktan olmaz ki
Elinle ateşimi hiç ölçtün mü?
Ölçtün mü?
Gelipte halimi gördün mü?
Görüpte hatırımı sordun mu?
Öyle uzaktan olmaz ki
Elinle ateşimi hiç ölçtün mü?
Ölçtün mü?"
